WBGeneID,Sequence.name,tissue
WBGene00021871,dml-1,ubiquitous
WBGene00021882,nprt-1,ubiquitous
WBGene00021883,Y54G2A.18,ubiquitous
WBGene00021888,manf-1,ubiquitous
WBGene00021890,Y54G2A.26,ubiquitous
WBGene00021899,Y54H5A.1,ubiquitous
WBGene00021900,Y54H5A.2,ubiquitous
WBGene00021901,rbm-42,ubiquitous
WBGene00021904,gtf-2H5,ubiquitous
WBGene00021908,Y55B1AR.4,nervous-system
WBGene00021911,affl-1,nervous-system
WBGene00021912,affl-2,nervous-system
WBGene00021917,Y55D5A.3,muscular-system
WBGene00021918,Y55D5A.4,muscular-system
WBGene00021920,mrps-25,ubiquitous
WBGene00021921,rbm-39,ubiquitous
WBGene00021930,Y55F3AM.13,ubiquitous
WBGene00021933,Y55F3AR.2,muscular-system
WBGene00021934,cct-8,ubiquitous
WBGene00021935,mrpl-46,muscular-system
WBGene00021941,lgc-33,nervous-system
WBGene00021943,Y55F3BR.6,ubiquitous
WBGene00021945,lem-4,ubiquitous
WBGene00021951,srt-24,nervous-system
WBGene00021952,vha-19,ubiquitous
WBGene00021953,Y55H10A.2,nervous-system
WBGene00021956,Y57E12AL.1,ubiquitous
WBGene00021959,Y57E12AL.6,ubiquitous
WBGene00021960,tmem-258,ubiquitous
WBGene00021972,glb-31,nervous-system
WBGene00021976,Y58A7A.2,ubiquitous
WBGene00021986,Y59C2A.3,ubiquitous
WBGene00021987,fbxa-40,muscular-system
WBGene00021992,thn-6,nervous-system
WBGene00022005,Y59H11AM.1,epithelial-system
WBGene00022013,Y60C6A.1,nervous-system
WBGene00022015,Y61A9LA.3,ubiquitous
WBGene00022025,cus-2,ubiquitous
WBGene00022027,vps-20,ubiquitous
WBGene00022028,Y65B4A.4,intestine
WBGene00022030,Y65B4A.7,nervous-system
WBGene00022037,acs-13,ubiquitous
WBGene00022039,Y65B4BL.7,intestine
WBGene00022040,Y65B4BR.1,nervous-system
WBGene00022042,icd-2,ubiquitous
WBGene00022044,dpm-1,ubiquitous
WBGene00022045,mrpl-55,ubiquitous
WBGene00022046,Y66H1A.4,reproductive-system
WBGene00022048,fln-1,ubiquitous
WBGene00022051,rep-1,ubiquitous
WBGene00022052,Y67D2.2,ubiquitous
WBGene00022054,mtg-1,reproductive-system
WBGene00022055,Y67D2.5,reproductive-system
WBGene00022056,ddx-35,ubiquitous
WBGene00022062,Y67D8B.2,nervous-system
WBGene00022063,nlp-81,nervous-system
WBGene00022070,Y67D8C.6,muscular-system
WBGene00022074,Y69A2AR.1,ubiquitous
WBGene00022075,Y69A2AR.3,ubiquitous
WBGene00022076,daao-1,intestine
WBGene00022077,vamp-7,reproductive-system
WBGene00022086,sprr-3,nervous-system
WBGene00022089,Y69A2AR.18,ubiquitous
WBGene00022090,Y69A2AR.19,reproductive-system
WBGene00022092,Y69A2AR.21,ubiquitous
WBGene00022099,Y69A2AR.28,ubiquitous
WBGene00022102,Y69F12A.1,muscular-system
WBGene00022110,Y71F9AL.4,nervous-system
WBGene00022114,Y71F9AL.9,ubiquitous
WBGene00022117,Y71F9AL.12,reproductive-system
WBGene00022122,trap-1,ubiquitous
WBGene00022127,yop-1,ubiquitous
WBGene00022129,lron-11,ubiquitous
WBGene00022130,Y71F9B.9,ubiquitous
WBGene00022142,Y71G12B.2,intestine
WBGene00022145,Y71G12B.5,nervous-system
WBGene00022146,rml-5,ubiquitous
WBGene00022158,Y71G12B.23,ubiquitous
WBGene00022161,Y71G12B.26,excretory-system
WBGene00022170,cox-6B,ubiquitous
WBGene00022175,Y71H2AM.10,nervous-system
WBGene00022176,Y71H2AM.11,ubiquitous
WBGene00022182,swsn-3,ubiquitous
WBGene00022185,Y71H2AM.20,ubiquitous
WBGene00022189,Y71H2AR.2,nervous-system
WBGene00022190,josd-1,intestine
WBGene00022191,Y71H2B.1,nervous-system
WBGene00022192,Y71H2B.2,ubiquitous
WBGene00022198,Y71H2B.11,reproductive-system
WBGene00022199,pfk-1.1,ubiquitous
WBGene00022203,Y73B3A.1,reproductive-system
WBGene00022216,fbxa-16,nervous-system
WBGene00022217,fbxa-221,nervous-system
WBGene00022223,Y73B3B.1,nervous-system
WBGene00022224,set-28,reproductive-system
WBGene00022232,exos-2,ubiquitous
WBGene00022235,sqd-1,ubiquitous
WBGene00022245,acp-6,ubiquitous
WBGene00022254,nlp-71,nervous-system
WBGene00022259,Y73C8B.2,nervous-system
WBGene00022260,Y73C8B.3,ubiquitous
WBGene00022261,clec-210,intestine
WBGene00022265,Y73C8C.8,epithelial-system
WBGene00022267,Y73C8C.10,nervous-system
WBGene00022268,Y73E7A.1,reproductive-system
WBGene00022269,aatf-1,ubiquitous
WBGene00022274,Y73E7A.8,epithelial-system
WBGene00022277,homt-1,ubiquitous
WBGene00022280,Y74C10AL.2,ubiquitous
WBGene00022281,abtm-1,ubiquitous
WBGene00022286,rga-4,ubiquitous
WBGene00022288,Y75B7B.1,nervous-system
WBGene00022291,Y75D11A.2,muscular-system
WBGene00022292,Y75D11A.3,reproductive-system
WBGene00022302,Y76B12C.8,nervous-system
WBGene00022303,Y76B12C.9,nervous-system
WBGene00022306,hxk-3,ubiquitous
WBGene00022309,rpc-11,ubiquitous
WBGene00022310,Y77E11A.7,ubiquitous
WBGene00022311,Y77E11A.8,nervous-system
WBGene00022312,clec-171,nervous-system
WBGene00022316,Y81B9A.2,reproductive-system
WBGene00022321,fbxa-25,intestine
WBGene00022324,fbxa-26,intestine
WBGene00022325,fbxa-5,intestine
WBGene00022327,fbxa-15,intestine
WBGene00022328,Y82E9BL.12,nervous-system
WBGene00022333,fbxa-27,intestine
WBGene00022336,Y82E9BR.3,ubiquitous
WBGene00022337,pals-16,intestine
WBGene00022339,Y82E9BR.6,nervous-system
WBGene00022342,Y82E9BR.9,nervous-system
WBGene00022345,fbxa-138,intestine
WBGene00022351,Y82E9BR.19,reproductive-system
WBGene00022354,Y82E9BR.22,reproductive-system
WBGene00022363,Y92H12BL.1,reproductive-system
WBGene00022367,Y92H12BM.1,muscular-system
WBGene00022369,Y92H12BR.3,ubiquitous
WBGene00022373,mrpl-15,ubiquitous
WBGene00022378,Y94H6A.5,ubiquitous
WBGene00022379,Y94H6A.7,ubiquitous
WBGene00022388,zfr-1,nervous-system
WBGene00022391,prhg-1,nervous-system
WBGene00022394,natb-1,ubiquitous
WBGene00022395,ceh-76,nervous-system
WBGene00022399,Y97E10AR.4,reproductive-system
WBGene00022401,Y97E10AR.6,ubiquitous
WBGene00022404,srsx-5,nervous-system
WBGene00022406,srsx-7,reproductive-system
WBGene00022408,srsx-3,nervous-system
WBGene00022410,Y97E10C.1,ubiquitous
WBGene00022420,wdr-4,reproductive-system
WBGene00022428,Y104H12D.4,reproductive-system
WBGene00022434,Y108G3AL.2,ubiquitous
WBGene00022435,cfap-36,nervous-system
WBGene00022440,Y110A2AL.3,nervous-system
WBGene00022442,Y110A2AL.5,nervous-system
WBGene00022443,Y110A2AL.6,muscular-system
WBGene00022444,Y110A2AL.7,reproductive-system
WBGene00022446,Y110A2AL.10,nervous-system
WBGene00022447,pigw-1,nervous-system
WBGene00022450,ubc-26,nervous-system
WBGene00022453,ncap-1,ubiquitous
WBGene00022456,pfkb-1.1,ubiquitous
WBGene00022458,prp-31,ubiquitous
WBGene00022466,Y119C1A.1,ubiquitous
WBGene00022470,mrpl-19,ubiquitous
WBGene00022473,bet-1,ubiquitous
WBGene00022475,Y119C1B.10,nervous-system
WBGene00022479,fbxa-36,nervous-system
WBGene00022489,Y119D3B.12,ubiquitous
WBGene00022490,nspg-8,intestine
WBGene00022492,dss-1,ubiquitous
WBGene00022493,mrpl-45,intestine
WBGene00022495,fbxa-78,intestine
WBGene00022501,ZC8.6,nervous-system
WBGene00022503,ZC13.2,nervous-system
WBGene00022508,ZC53.1,reproductive-system
WBGene00022512,dot-1.5,nervous-system
WBGene00022516,mtx-2,ubiquitous
WBGene00022522,ZC132.3,nervous-system
WBGene00022527,ZC132.9,nervous-system
WBGene00022528,srt-13,nervous-system
WBGene00022530,ZC155.2,nervous-system
WBGene00022533,cutl-19,nervous-system
WBGene00022536,ZC178.2,nervous-system
WBGene00022537,ZC190.2,nervous-system
WBGene00022540,ZC190.6,nervous-system
WBGene00022542,ZC190.8,nervous-system
WBGene00022544,ZC190.10,nervous-system
WBGene00022551,ZC196.8,nervous-system
WBGene00022552,ZC196.9,nervous-system
WBGene00022554,duxl-1,ubiquitous
WBGene00022557,fbxb-15,epithelial-system
WBGene00022559,fbxb-20,muscular-system
WBGene00022569,ZC239.6,nervous-system
WBGene00022573,ZC239.15,intestine
WBGene00022575,ZC239.17,intestine
WBGene00022576,ZC250.2,epithelial-system
WBGene00022577,nstp-3,epithelial-system
WBGene00022579,ZC262.2,ubiquitous
WBGene00022583,mrps-18A,reproductive-system
WBGene00022588,ZC317.2,nervous-system
WBGene00022590,ZC317.7,reproductive-system
WBGene00022599,daf-41,ubiquitous
WBGene00022600,ZC395.11,nervous-system
WBGene00022620,rde-8,ubiquitous
WBGene00022621,ZC477.7,intestine
WBGene00022632,ZC581.2,nervous-system
WBGene00022634,ZC581.7,nervous-system
WBGene00022638,scl-27,reproductive-system
WBGene00022639,nhr-253,nervous-system
WBGene00022640,nhr-254,nervous-system
WBGene00022641,ZK6.6,excretory-system
WBGene00022643,ZK6.8,nervous-system
WBGene00022648,ZK54.3,nervous-system
WBGene00022649,ZK84.1,reproductive-system
WBGene00022652,ZK84.5,nervous-system
WBGene00022655,srsx-40,muscular-system
WBGene00022661,ZK112.5,ubiquitous
WBGene00022662,ZK112.6,nervous-system
WBGene00022663,glrx-21,ubiquitous
WBGene00022666,ZK154.4,ubiquitous
WBGene00022668,ZK154.6,nervous-system
WBGene00022670,ZK177.2,nervous-system
WBGene00022673,ZK177.8,ubiquitous
WBGene00022677,rfth-1,ubiquitous
WBGene00022678,sar-1,ubiquitous
WBGene00022680,ZK180.6,nervous-system
WBGene00022685,ZK250.2,reproductive-system
WBGene00022690,math-49,nervous-system
WBGene00022695,ZK328.6,nervous-system
WBGene00022696,ift-139,nervous-system
WBGene00022703,ubxn-4,ubiquitous
WBGene00022704,ZK353.9,ubiquitous
WBGene00022710,ZK354.9,epithelial-system
WBGene00022712,ZK355.2,ubiquitous
WBGene00022719,pdhk-2,ubiquitous
WBGene00022723,ZK380.2,nervous-system
WBGene00022724,ZK380.4,nervous-system
WBGene00022726,nhr-249,reproductive-system
WBGene00022728,ZK402.1,epithelial-system
WBGene00022731,ZK402.5,nervous-system
WBGene00022732,ZK418.2,nervous-system
WBGene00022733,tmem-17,nervous-system
WBGene00022739,toe-1,ubiquitous
WBGene00022742,ZK430.7,ubiquitous
WBGene00022743,mlt-7,epithelial-system
WBGene00022745,ZK470.2,ubiquitous
WBGene00022746,ZK470.4,epithelial-system
WBGene00022748,oaz-1,ubiquitous
WBGene00022749,ZK484.3,ubiquitous
WBGene00022750,tres-1,reproductive-system
WBGene00022753,ZK484.7,nervous-system
WBGene00022757,ZK488.5,nervous-system
WBGene00022758,ZK488.6,muscular-system
WBGene00022759,ZK546.2,ubiquitous
WBGene00022762,ZK546.5,reproductive-system
WBGene00022769,sorf-1,ubiquitous
WBGene00022773,ZK616.3,reproductive-system
WBGene00022774,swsn-6,ubiquitous
WBGene00022776,perm-3,ubiquitous
WBGene00022778,ZK616.8,nervous-system
WBGene00022780,ZK622.1,reproductive-system
WBGene00022785,ZK652.6,ubiquitous
WBGene00022790,ZK682.7,nervous-system
WBGene00022791,ZK686.1,ubiquitous
WBGene00022793,ZK686.3,ubiquitous
WBGene00022794,snu-23,ubiquitous
WBGene00022796,ZK688.1,nervous-system
WBGene00022801,pcp-5,muscular-system
WBGene00022803,ZK688.9,ubiquitous
WBGene00022805,nhr-256,ubiquitous
WBGene00022807,srab-25,intestine
WBGene00022808,ZK697.8,muscular-system
WBGene00022810,ZK721.3,nervous-system
WBGene00022811,ZK721.4,nervous-system
WBGene00022814,ZK742.4,nervous-system
WBGene00022815,asic-1,nervous-system
WBGene00022816,fbn-1,nervous-system
WBGene00022817,upp-1,ubiquitous
WBGene00022821,ZK813.2,reproductive-system
WBGene00022824,ZK813.5,nervous-system
WBGene00022826,ZK816.3,coelomic-system
WBGene00022827,nspg-4,intestine
WBGene00022830,ZK973.1,ubiquitous
WBGene00022832,pdp-1,ubiquitous
WBGene00022834,ZK973.8,nervous-system
WBGene00022835,ZK973.9,ubiquitous
WBGene00022836,ZK973.11,ubiquitous
WBGene00022842,ZK994.6,nervous-system
WBGene00022845,ZK1055.4,epithelial-system
WBGene00022851,ZK1127.4,ubiquitous
WBGene00022852,ZK1127.5,ubiquitous
WBGene00022856,cth-2,ubiquitous
WBGene00022872,ZK1240.8,intestine
WBGene00022873,ZK1240.9,intestine
WBGene00022874,nep-25,reproductive-system
WBGene00022881,ZK1248.11,ubiquitous
WBGene00022885,ZK1248.19,ubiquitous
WBGene00022890,fbxa-224,nervous-system
WBGene00022892,ZK1290.11,muscular-system
WBGene00023067,rpl-41.1,reproductive-system
WBGene00023172,Y23H5A.8,intestine
WBGene00023405,sor-1,ubiquitous
WBGene00023413,H31B20.2,nervous-system
WBGene00023415,F16C3.3,nervous-system
WBGene00023421,rde-11,ubiquitous
WBGene00023424,C53D6.10,nervous-system
WBGene00023425,try-9,nervous-system
WBGene00023432,K12B6.9,intestine
WBGene00023463,srz-82,reproductive-system
WBGene00023479,srz-67,nervous-system
WBGene00023487,mrps-24,ubiquitous
WBGene00023489,F42A10.9,intestine
WBGene00023493,nspc-12,excretory-system
WBGene00023498,lin-15A,ubiquitous
WBGene00023501,F11E6.11,intestine
WBGene00043049,F32H2.11,reproductive-system
WBGene00043052,srz-104,nervous-system
WBGene00043059,srab-26,nervous-system
WBGene00043060,R144.12,ubiquitous
WBGene00043061,Y54G2A.38,nervous-system
WBGene00043064,nbet-1,ubiquitous
WBGene00043065,C55C3.7,nervous-system
WBGene00043066,acr-25,muscular-system
WBGene00043067,dlc-5,muscular-system
WBGene00043120,C09H10.4,intestine
WBGene00043156,C27F2.9,ubiquitous
WBGene00043187,nspa-9,nervous-system
WBGene00043308,tmem-107,nervous-system
WBGene00043469,R09H3.2,nervous-system
WBGene00043534,W02B12.13,nervous-system
WBGene00043702,Y54G2A.7,intestine
WBGene00043705,egrh-2,reproductive-system
WBGene00043743,nsph-4.1,nervous-system
WBGene00043952,ZC404.2,intestine
WBGene00043980,F11D5.7,intestine
WBGene00043981,T14E8.4,nervous-system
WBGene00043984,C56E6.7,nervous-system
WBGene00043986,fut-5,nervous-system
WBGene00043988,AC8.10,muscular-system
WBGene00043989,AC8.11,muscular-system
WBGene00043992,bbs-4,nervous-system
WBGene00043994,C07A9.12,ubiquitous
WBGene00043996,fbxb-87,nervous-system
WBGene00044003,Y41E3.18,nervous-system
WBGene00044004,C24A8.6,nervous-system
WBGene00044006,nlp-82,nervous-system
WBGene00044008,gip-2,ubiquitous
WBGene00044009,ZK822.6,nervous-system
WBGene00044011,T06E4.12,intestine
WBGene00044012,srxa-19,nervous-system
WBGene00044013,F15H10.9,nervous-system
WBGene00044014,F15H10.10,nervous-system
WBGene00044018,T04B2.8,muscular-system
WBGene00044026,cisd-1,ubiquitous
WBGene00044029,C05D12.7,nervous-system
WBGene00044044,C08B6.14,nervous-system
WBGene00044047,Y57A10C.11,epithelial-system
WBGene00044058,F17B5.6,intestine
WBGene00044062,snb-6,nervous-system
WBGene00044063,bpnt-1,ubiquitous
WBGene00044065,tag-229,ubiquitous
WBGene00044066,fbxb-66,epithelial-system
WBGene00044077,pacs-1,ubiquitous
WBGene00044082,D1086.12,ubiquitous
WBGene00044083,tin-9.2,ubiquitous
WBGene00044086,clec-228,nervous-system
WBGene00044089,srbc-31,nervous-system
WBGene00044094,fitm-2,ubiquitous
WBGene00044100,srbc-27,nervous-system
WBGene00044105,srbc-55,nervous-system
WBGene00044106,srbc-84,nervous-system
WBGene00044112,srm-5,nervous-system
WBGene00044115,srxa-12,nervous-system
WBGene00044120,C36B1.13,intestine
WBGene00044125,srsx-16,nervous-system
WBGene00044137,F28H6.8,reproductive-system
WBGene00044142,H13N06.7,nervous-system
WBGene00044144,M153.4,nervous-system
WBGene00044150,VB0395L.1,nervous-system
WBGene00044154,Y7A5A.10,nervous-system
WBGene00044164,Y46G5A.39,nervous-system
WBGene00044167,C36A4.11,intestine
WBGene00044175,fipr-9,reproductive-system
WBGene00044178,C30G7.4,reproductive-system
WBGene00044179,C30G7.5,reproductive-system
WBGene00044181,F09C6.11,muscular-system
WBGene00044182,F09C6.12,nervous-system
WBGene00044184,F11A5.16,reproductive-system
WBGene00044185,F14F8.14,reproductive-system
WBGene00044187,ttll-9,nervous-system
WBGene00044188,F28F8.9,ubiquitous
WBGene00044192,F46B6.13,nervous-system
WBGene00044195,F49A5.10,nervous-system
WBGene00044201,H39E23.3,nervous-system
WBGene00044202,K10G4.10,nervous-system
WBGene00044205,T13F3.8,nervous-system
WBGene00044208,Y6G8.6,nervous-system
WBGene00044213,Y102A5C.36,muscular-system
WBGene00044225,C38D4.10,reproductive-system
WBGene00044230,C36E8.6,nervous-system
WBGene00044236,C17E4.11,ubiquitous
WBGene00044239,C33D9.10,muscular-system
WBGene00044241,C53D6.11,intestine
WBGene00044245,F32A7.8,nervous-system
WBGene00044249,F55B11.6,muscular-system
WBGene00044250,F56G4.7,reproductive-system
WBGene00044251,F59C6.12,reproductive-system
WBGene00044261,Y87G2A.20,nervous-system
WBGene00044263,Y105C5A.26,muscular-system
WBGene00044265,Y105E8B.11,nervous-system
WBGene00044271,nspa-2,nervous-system
WBGene00044272,nspa-4,nervous-system
WBGene00044273,nspa-6,nervous-system
WBGene00044274,nspa-7,nervous-system
WBGene00044281,R04A9.7,epithelial-system
WBGene00044283,spp-22,muscular-system
WBGene00044287,nspg-3,intestine
WBGene00044295,C09E7.10,nervous-system
WBGene00044297,C25B8.8,nervous-system
WBGene00044298,T23B7.2,intestine
WBGene00044300,D1022.9,nervous-system
WBGene00044305,rad-8,ubiquitous
WBGene00044306,F58F9.8,nervous-system
WBGene00044311,K04C2.7,nervous-system
WBGene00044313,M02D8.7,nervous-system
WBGene00044314,fbxb-33,nervous-system
WBGene00044316,F41G3.21,epithelial-system
WBGene00044318,tag-267,ubiquitous
WBGene00044321,mrps-30,ubiquitous
WBGene00044329,cpsf-4,ubiquitous
WBGene00044331,clec-25,intestine
WBGene00044337,nspc-2,nervous-system
WBGene00044340,nspc-5,excretory-system
WBGene00044344,mrpl-39,ubiquitous
WBGene00044348,Y71G12B.31,nervous-system
WBGene00044349,Y71G12B.32,intestine
WBGene00044353,ZK418.10,nervous-system
WBGene00044354,ZK418.11,nervous-system
WBGene00044356,W02D7.12,muscular-system
WBGene00044357,nspc-6,nervous-system
WBGene00044359,C16C4.17,muscular-system
WBGene00044361,K09F6.11,intestine
WBGene00044363,F22E5.21,reproductive-system
WBGene00044366,nspf-3,nervous-system
WBGene00044369,irld-67,nervous-system
WBGene00044371,ZC239.20,nervous-system
WBGene00044373,C17F4.11,muscular-system
WBGene00044374,C17F4.12,epithelial-system
WBGene00044383,T05A7.11,nervous-system
WBGene00044386,C27A2.7,nervous-system
WBGene00044388,C27D6.11,reproductive-system
WBGene00044390,ZK177.11,reproductive-system
WBGene00044392,C25H3.16,nervous-system
WBGene00044395,R12C12.10,epithelial-system
WBGene00044403,fbxa-219,intestine
WBGene00044409,C45G9.14,nervous-system
WBGene00044413,B0205.12,ubiquitous
WBGene00044421,D1007.18,nervous-system
WBGene00044427,F56A6.5,nervous-system
WBGene00044431,mzt-1,ubiquitous
WBGene00044432,W03G9.9,nervous-system
WBGene00044435,Y20F4.8,nervous-system
WBGene00044436,Y47G6A.31,ubiquitous
WBGene00044437,Y47G6A.32,nervous-system
WBGene00044438,Y51F10.11,coelomic-system
WBGene00044443,ZC21.10,ubiquitous
WBGene00044453,Y102E9.6,intestine
WBGene00044455,F23F12.13,intestine
WBGene00044458,K11H12.10,nervous-system
WBGene00044459,Y55F3C.9,muscular-system
WBGene00044460,Y55F3C.10,nervous-system
WBGene00044464,Y77E11A.16,nervous-system
WBGene00044466,Y48A5A.3,reproductive-system
WBGene00044472,dct-8,epithelial-system
WBGene00044478,K06B9.6,intestine
WBGene00044482,F29B9.12,nervous-system
WBGene00044484,hot-9,nervous-system
WBGene00044495,Y54G2A.40,reproductive-system
WBGene00044510,K07H8.11,nervous-system
WBGene00044511,clec-181,nervous-system
WBGene00044513,nlp-70,nervous-system
WBGene00044525,Y73C8B.5,nervous-system
WBGene00044526,T28A11.22,ubiquitous
WBGene00044528,lgc-29,nervous-system
WBGene00044529,irld-1,reproductive-system
WBGene00044537,B0238.15,reproductive-system
WBGene00044541,K09H11.11,reproductive-system
WBGene00044542,CD4.11,muscular-system
WBGene00044544,F26F12.8,nervous-system
WBGene00044546,T01C4.8,nervous-system
WBGene00044547,C13A2.12,nervous-system
WBGene00044550,C50E3.15,nervous-system
WBGene00044554,F41E6.15,reproductive-system
WBGene00044557,ZC13.10,nervous-system
WBGene00044562,C14E2.7,nervous-system
WBGene00044563,T26C11.8,nervous-system
WBGene00044573,C15B12.9,nervous-system
WBGene00044574,F23G4.1,intestine
WBGene00044575,F38B6.8,nervous-system
WBGene00044578,K01A12.4,nervous-system
WBGene00044579,C06E2.9,nervous-system
WBGene00044580,C24A3.9,intestine
WBGene00044586,Y61A9LA.12,muscular-system
WBGene00044603,acbp-7,nervous-system
WBGene00044604,T10F2.5,ubiquitous
WBGene00044610,D2092.10,nervous-system
WBGene00044611,T27A3.8,intestine
WBGene00044612,Y57E12AR.1,nervous-system
WBGene00044616,M01A12.4,reproductive-system
WBGene00044630,bus-17,epithelial-system
WBGene00044637,rft-1,intestine
WBGene00044643,H17B01.5,nervous-system
WBGene00044645,Y51H7BR.8,nervous-system
WBGene00044651,egrh-3,reproductive-system
WBGene00044654,fbxa-85,intestine
WBGene00044655,fbxa-194,reproductive-system
WBGene00044659,fbxa-142,nervous-system
WBGene00044661,fbxa-143,reproductive-system
WBGene00044665,F59A6.12,reproductive-system
WBGene00044667,ZK622.5,nervous-system
WBGene00044673,C07D10.6,nervous-system
WBGene00044674,B0280.17,reproductive-system
WBGene00044676,fbxa-42,nervous-system
WBGene00044679,K02B12.9,nervous-system
WBGene00044684,T08G11.2,reproductive-system
WBGene00044687,B0563.9,intestine
WBGene00044707,pals-15,intestine
WBGene00044719,clec-172,intestine
WBGene00044723,K11H12.11,intestine
WBGene00044732,T03G11.10,nervous-system
WBGene00044735,Y19D10A.17,muscular-system
WBGene00044741,Y57G11C.52,nervous-system
WBGene00044754,Y119C1B.12,nervous-system
WBGene00044757,Y55F3BR.11,intestine
WBGene00044758,Y37H2A.12,reproductive-system
WBGene00044762,ZK688.11,ubiquitous
WBGene00044773,C08A9.10,reproductive-system
WBGene00044776,T02B11.8,intestine
WBGene00044780,F18E9.8,nervous-system
WBGene00044784,F13H10.8,intestine
WBGene00044789,T07A9.14,ubiquitous
WBGene00044791,bnc-1,nervous-system
WBGene00044794,Y59A8B.25,nervous-system
WBGene00044795,C06H5.8,muscular-system
WBGene00044796,W03D8.11,epithelial-system
WBGene00044807,T19H5.6,intestine
WBGene00044891,T07C4.12,reproductive-system
