seqnames	start	end	width	strand	len	wbps_gene_id	gene_name	chip_signal_mean	chip_signal_max	log_chip_signal_mean	log_chip_signal_max	IDR_mean	IDR_max	IDR_value	IDR_nlogq	IDR_logTEN_max	IDR_logTEN_mean	IDR_logTEN_value	baseMean	log2FoldChange	lfcSE	pvalue	padj	class
WBGene00010582	chrI	14741765	14742964	1200	+	1200	WBGene00010582	K05C4.5	8.76831	24.535284	6.78443917536147	6.73325501631915	NA	NA	NA	NA	NA	NA	NA	4594.12936153668	0.750502209303883	0.247474038674512	0.00172103773105743	0.0075517749568144	classC
WBGene00009177	chrI	9314692	9315891	1200	-	1200	WBGene00009177	F26H9.5	69.360119	122.55899	7.41639099971404	7.67536700170842	107.599315	122.55899	106.627109759996	3.14415891283078	2.08834517331305	2.03180950652863	2.02786763735785	4864.48951976632	0.749130907285274	0.308804207476339	0.0107276238843409	0.0341910326401467	classA
WBGene00019918	chrII	939983	941182	1200	+	1200	WBGene00019918	fbxc-36	-2.904293	52.798111	6.62296613973535	7.0731293690829	NA	NA	NA	NA	NA	NA	NA	2269.6527180508	0.748398047721799	0.410386139469586	0.0462669433614732	0.107597797852968	classD
WBGene00012319	chrV	20729073	20730272	1200	-	1200	WBGene00012319	ipla-3	48.12577	92.236748	7.22489411271481	7.44372382425159	81.721034	92.236748	79.1489246749838	2.86418134565279	1.96490398259375	1.91233385303693	1.89844501887123	2563.59193268566	0.748026023506339	0.362391903240859	0.0271000425888901	0.0713955991052372	classB
WBGene00009239	chrV	10756599	10757798	1200	-	1200	WBGene00009239	irld-6	-13.710933	-0.252086	6.45542265697363	6.35059103689317	NA	NA	NA	NA	NA	NA	NA	18.0150440183717	0.747360440230706	1.15586168679443	0.153463847198699	0.264828426795291	classD
WBGene00003603	chrIV	9878329	9879528	1200	+	1200	WBGene00003603	nhr-4	-6.167554	12.750495	6.57439195598802	6.56388853869424	NA	NA	NA	NA	NA	NA	NA	1217.77398214129	0.746777029625127	0.235789802322215	0.00111538698113506	0.00521258047366763	classC
WBGene00001025	chrX	7193564	7194763	1200	+	1200	WBGene00001025	dnj-7	126.156395	240.766083	7.83050337381841	8.33370760220295	234.539711	240.766083	202.481803069553	3.57760667736254	2.38159530732247	2.37021638567825	2.3063859994935	9671.50688149198	0.746378706968873	0.328072428461998	0.0161357962259668	0.0471481591897014	classA
WBGene00017954	chrII	6799955	6801154	1200	-	1200	WBGene00017954	F31E8.4	80.478971	140.690948	7.50736421689594	7.79797492298277	125.593309	140.690948	111.143030363685	3.11538859318104	2.14826615599825	2.09896650292202	2.04588223384116	2428.33838244675	0.746032894500626	0.387279088094468	0.0363572548140803	0.0894968870385758	classB
WBGene00009334	chrV	10890828	10892027	1200	-	1200	WBGene00009334	F32D8.12	25.070878	39.519623	6.98342251026457	6.9233514241521	NA	NA	NA	NA	NA	NA	NA	571.230205325927	0.745385452399604	0.329324080591369	0.0166394919246226	0.0483148770702512	classC
WBGene00015561	chrX	4521945	4523144	1200	-	1200	WBGene00015561	C07A12.7	59.163343	97.854698	7.32759827967698	7.48954365011801	84.143526	97.854698	82.9618352570854	2.94567956132347	1.99058168095465	1.92502070699472	1.91887835082082	4742.23383863648	0.744813337981566	0.259507466283067	0.00301242786028169	0.0120166280357057	classA
WBGene00017119	chrIV	4745293	4746492	1200	-	1200	WBGene00017119	timm-17B.1	61.552604	118.916008	7.34889933798565	7.64942432523366	105.915304	118.916008	99.1856790999494	2.97414309990225	2.07524032154979	2.02495871707204	1.99644897117791	3396.23853816645	0.744542286204898	0.250072745049796	0.00204819034373953	0.00873710426318119	classA
WBGene00015897	chrV	3905106	3906305	1200	+	1200	WBGene00015897	nhr-156	8.657789	16.994202	6.78299201235996	6.62719231015578	NA	NA	NA	NA	NA	NA	NA	42.833159401321	0.744116045835669	0.666339579765329	0.152630888468015	0.263785553477103	classD
WBGene00013020	chrI	13473986	13475185	1200	-	1200	WBGene00013020	Y48G10A.3	-6.822674	10.503839	6.56444011897466	6.5292154808955	NA	NA	NA	NA	NA	NA	NA	3101.18110791975	0.743508630818132	0.289257070539016	0.00765290042645449	0.0260914286397494	classC
WBGene00008222	chrV	13335369	13336568	1200	+	1200	WBGene00008222	C50B6.9	16.485246	43.584072	6.88205587526934	6.97087048031734	NA	NA	NA	NA	NA	NA	NA	304.484547702441	0.742658837970895	0.385983249070102	0.0370997954065569	0.0908118541250726	classD
WBGene00013294	chrIV	14551771	14552970	1200	-	1200	WBGene00013294	pals-30	15.740619	45.703186	6.87291931904253	6.99503871829406	NA	NA	NA	NA	NA	NA	NA	10.1596208495774	0.741800753595579	1.00437775814454	0.186400375570625	0.305409486796611	classD
WBGene00017300	chrIII	5556365	5557564	1200	+	1200	WBGene00017300	rpc-2	-14.591697	-7.467752	6.44086984847974	6.21702979143258	NA	NA	NA	NA	NA	NA	NA	10194.7343815374	0.741764345576476	0.338288518755535	0.0212606126887176	0.0588824706688091	classD
WBGene00009836	chrV	17330640	17331839	1200	+	1200	WBGene00009836	fbxa-185	-8.713439	19.744436	6.53532669054315	6.66678253460273	NA	NA	NA	NA	NA	NA	NA	2.19286749335435	0.741540298122472	1.34500853704101	0.0760356629386202	NA	classD
WBGene00017523	chrII	2383235	2384434	1200	-	1200	WBGene00017523	F16G10.8	-11.179971	-5.82743	6.49644264757168	6.24849614592097	NA	NA	NA	NA	NA	NA	NA	10.8764810027825	0.741077998037901	1.35470400365988	0.0638293578405278	0.136715016536892	classD
WBGene00001526	chrV	8946799	8947998	1200	+	1200	WBGene00001526	gck-1	-15.811366	-12.573898	6.42047182473106	6.1144397617699	NA	NA	NA	NA	NA	NA	NA	5038.85645267896	0.739333451188546	0.266376751975637	0.00355601328095023	0.0137977536088146	classC
WBGene00015712	chrV	7683758	7684957	1200	-	1200	WBGene00015712	sre-11	-9.34006	4.880299	6.52554708665525	6.43858711671506	NA	NA	NA	NA	NA	NA	NA	17.945407726818	0.739030998705037	0.746851474959473	0.181026776941821	0.299482051529764	classD
WBGene00010137	chrI	8861079	8862278	1200	-	1200	WBGene00010137	ztf-26	-6.44266	14.22058	6.57022121685536	6.58613377903721	NA	NA	NA	NA	NA	NA	NA	56.2836133601874	0.739028842835989	0.514368746869779	0.0978741298831965	0.18909605826724	classD
WBGene00018282	chrX	8384746	8385945	1200	-	1200	WBGene00018282	F41D9.2	7.581334	62.102146	6.7688204527325	7.16951955718836	NA	NA	NA	NA	NA	NA	NA	190.990468866591	0.738811860765518	0.562385905667973	0.122025172543424	0.222766356502859	classD
WBGene00255553	chrIV	16694468	16695667	1200	-	1200	WBGene00255553	Y51H4A.941	-4.138642	3.225279	6.60478442721928	6.41079340246096	NA	NA	NA	NA	NA	NA	NA	3.84149511021611	0.738654583344378	1.34880928426663	0.070340996065441	0.147070493212617	classD
WBGene00019863	chrX	380406	381605	1200	-	1200	WBGene00019863	R04A9.3	22.679042	31.735556	6.95589141160726	6.82772945028624	NA	NA	NA	NA	NA	NA	NA	648.658592827197	0.737707481622117	0.266778685934372	0.00408653371914927	0.0155215477086355	classC
WBGene00001677	chrI	8534328	8535527	1200	-	1200	WBGene00001677	gpa-15	9.4358	31.483095	6.79314857166854	6.82451948357343	NA	NA	NA	NA	NA	NA	NA	158.132482106319	0.737537418466368	0.536816401193974	0.108787466139777	0.204578845720574	classD
WBGene00015324	chrX	8136127	8137326	1200	-	1200	WBGene00015324	C02B8.6	63.909749	139.672546	7.36961031848053	7.79135786391852	121.088484	139.672546	142.079878442927	3.57760667736254	2.14511104969019	2.08310284196164	2.15253257687211	1987.87331424408	0.737412054972438	0.317935278022423	0.0144412974301913	0.043270945278914	classA
WBGene00000987	chrV	19946430	19947629	1200	-	1200	WBGene00000987	dhs-24	9.6814	30.006805	6.79633996971257	6.80560454138157	NA	NA	NA	NA	NA	NA	NA	2073.12822974575	0.737018179522237	0.316682599539388	0.0141247849760498	0.0425043774962014	classC
WBGene00012545	chrIII	12828368	12829567	1200	+	1200	WBGene00012545	Y37D8A.3	-18.348218	-4.211999	6.37709806087552	6.27882840280952	NA	NA	NA	NA	NA	NA	NA	15.26490379247	0.737003737019832	0.925997679444769	0.192510731195179	0.312885770770819	classD
WBGene00018142	chrIV	3884669	3885868	1200	+	1200	WBGene00018142	oac-22	-14.591374	-0.638293	6.44087521238664	6.34374710001031	NA	NA	NA	NA	NA	NA	NA	4.6426466619749	0.736518727965311	1.14793274056179	0.162270132493362	0.276377768211601	classD
WBGene00000901	chrII	14052105	14053304	1200	-	1200	WBGene00000901	daf-5	44.432103	169.11348	7.1888246125083	7.9713761168889	152.08392	181.954453	119.46141377565	3.57760667736254	2.2599626886096	2.18208329804747	2.07722765013423	3779.26709236268	0.736091194387693	0.39213005346686	0.0433326388385912	0.102265236214671	classB
WBGene00007668	chrX	15007109	15008308	1200	-	1200	WBGene00007668	C18B12.6	7.712266	38.885757	6.77055163085414	6.91579751028998	NA	NA	NA	NA	NA	NA	NA	1538.1436854044	0.735761848249911	0.296623326681497	0.00954194698738581	0.0312134886233544	classC
WBGene00002109	chrI	14037578	14038777	1200	-	1200	WBGene00002109	ins-26	-1.906831	14.512267	6.6374929775697	6.5905070801043	NA	NA	NA	NA	NA	NA	NA	11.8174366543378	0.735297325764137	0.845210577701547	0.196142191747232	0.317498799119436	classD
WBGene00010827	chrIV	12844899	12846098	1200	+	1200	WBGene00010827	txt-19	16.538868	32.168522	6.88271158797444	6.83321791160643	NA	NA	NA	NA	NA	NA	NA	290.909330842793	0.735272198461334	0.485558718809495	0.0863448236211044	0.171547871286066	classD
WBGene00021534	chrIII	6136079	6137278	1200	-	1200	WBGene00021534	mvk-1	8.471791	24.67428	6.78055327083751	6.73513858550374	NA	NA	NA	NA	NA	NA	NA	6653.30794999118	0.735059973232383	0.302075505153732	0.0107206852288315	0.0341744710024867	classC
WBGene00000015	chrV	20558171	20559370	1200	-	1200	WBGene00000015	abf-4	-15.583109	0.250572	6.42431124823692	6.35945023922319	NA	NA	NA	NA	NA	NA	NA	9.34839540357029	0.734819469625913	1.33176167664162	0.0832476448838135	0.166852575797171	classD
WBGene00010936	chrX	14495085	14496284	1200	+	1200	WBGene00010936	ztf-14	-0.029732	11.040191	6.6644402586149	6.53756914055871	NA	NA	NA	NA	NA	NA	NA	55.110470698453	0.734802235023771	0.580740171041127	0.129272498587298	0.232875715217786	classD
WBGene00000050	chrI	6624719	6625918	1200	-	1200	WBGene00000050	acr-11	37.730682	114.51857	7.1209886611072	7.61747452539116	95.086121	114.51857	129.040796860467	3.57760667736254	2.05887591632313	1.97811713089123	2.11072703627051	59.783177712509	0.733699173785232	0.640079564431113	0.153287158948825	0.26461664633183	classB
WBGene00018603	chrX	7492921	7494120	1200	-	1200	WBGene00018603	F48E3.2	-0.826312	30.586891	6.65306612388901	6.81306648904086	NA	NA	NA	NA	NA	NA	NA	95.2791212488058	0.732198010172498	0.539788707823589	0.112252947162093	0.209469061520054	classD
WBGene00003858	chrIII	7153598	7154797	1200	-	1200	WBGene00003858	ogt-1	42.280887	70.364662	7.16739430980372	7.25003357259115	NA	NA	NA	NA	NA	NA	NA	12985.7285655167	0.732055223382225	0.2537946741542	0.00292758922330615	0.0117259005566524	classC
WBGene00044049	chrII	8104853	8106052	1200	-	1200	WBGene00044049	sfxn-5	3.390924	9.998573	6.71228847348425	6.52130149019123	NA	NA	NA	NA	NA	NA	NA	473.09057818829	0.731695875308577	0.460974029958743	0.075054622518885	0.154358956284514	classD
WBGene00021396	chrIV	164077	165276	1200	+	1200	WBGene00021396	cutl-24	-9.723937	15.822124	6.51952304991048	6.60998413193635	NA	NA	NA	NA	NA	NA	NA	620.605052236625	0.731621331273315	0.536837191494432	0.111611438966547	0.208549753633406	classD
WBGene00008623	chrIV	13142155	13143354	1200	-	1200	WBGene00008623	spe-43	0.578129	6.65061	6.67305980438552	6.46773597360018	NA	NA	NA	NA	NA	NA	NA	12.4093350102977	0.731528342466664	0.813142182492021	0.195456234916821	0.316621772152939	classD
WBGene00006705	chrIV	2707039	2708238	1200	-	1200	WBGene00006705	ubc-8	6.909227	27.106039	6.75990102930734	6.7677002127574	NA	NA	NA	NA	NA	NA	NA	431.044831436398	0.731338717829254	0.40170784751407	0.0467029679348136	0.108290816062588	classD
WBGene00016844	chrIV	7727913	7729112	1200	+	1200	WBGene00016844	sucg-1	0.71629	15.084074	6.67501178278643	6.59904197987016	NA	NA	NA	NA	NA	NA	NA	1622.60371705586	0.730905464951808	0.25684063263768	0.00317191488191463	0.0125456621282262	classC
WBGene00013355	chrV	17966648	17967847	1200	-	1200	WBGene00013355	gck-3	13.769976	35.011219	6.84845661720834	6.86874367500315	NA	NA	NA	NA	NA	NA	NA	5451.54905210758	0.730338311241641	0.348874036644662	0.0279299027260855	0.073071510213344	classD
WBGene00006643	chrX	3680164	3681363	1200	+	1200	WBGene00006643	tsp-17	55.11847	105.509216	7.29080412301043	7.549720044542	92.140513	105.509216	82.2511555142765	2.95085145888858	2.02329039596676	1.96445062589418	1.91514200789799	1038.80612880189	0.730049277093975	0.367433207479219	0.0331212065497156	0.0832092374313568	classB
WBGene00020296	chrIV	395545	396744	1200	+	1200	WBGene00020296	rrp-8	-5.636687	23.098156	6.58240623133195	6.71363460621818	NA	NA	NA	NA	NA	NA	NA	1740.04136441077	0.729959894024916	0.335993716811763	0.0212239172351143	0.0588057511865422	classD
WBGene00138715	chrV	17614152	17615351	1200	-	1200	WBGene00138715	Y6G8.14	-22.180242	-10.249413	6.30900326330301	6.16204842511216	NA	NA	NA	NA	NA	NA	NA	5.5650486732441	0.72986336258875	1.30158784758503	0.0841119415360728	0.16820673137118	classD
WBGene00017974	chrX	5282831	5284030	1200	+	1200	WBGene00017974	vps-41	-3.079634	12.706187	6.62039732290604	6.56321271865575	NA	NA	NA	NA	NA	NA	NA	1729.19797979718	0.729573632889572	0.267245043257533	0.00475904773273941	0.0176888311976409	classC
WBGene00012780	chrV	11109548	11110747	1200	-	1200	WBGene00012780	Y42A5A.5	-1.453946	8.145122	6.64404072752157	6.49189337901882	NA	NA	NA	NA	NA	NA	NA	32.2369691000443	0.729088308970289	0.569709477084945	0.126764471160287	0.229411177093362	classD
WBGene00006561	chrIV	178083	179282	1200	+	1200	WBGene00006561	tcl-2	8.144043	30.500479	6.77624589437154	6.81195737003195	NA	NA	NA	NA	NA	NA	NA	3400.56385364828	0.727828672016911	0.289258227928062	0.00853223140553044	0.0285630972500553	classC
WBGene00013361	chrV	19907235	19908434	1200	-	1200	WBGene00013361	fars-2	16.880086	21.474693	6.88687717965856	6.69114446179921	NA	NA	NA	NA	NA	NA	NA	983.872735757859	0.727123895472545	0.287627237960085	0.00831834773945108	0.0279376836578071	classC
WBGene00019209	chrII	1500131	1501330	1200	-	1200	WBGene00019209	emc-1	50.015911	75.075096	7.24300874495672	7.29400022902936	67.343044	75.075096	68.7791508831059	2.0904479796125	1.87549589621226	1.82829274321519	1.83745680991202	11886.2851352699	0.725210299235591	0.311204369503935	0.0146974100467065	0.0438792334287602	classA
WBGene00021644	chrI	3512534	3513733	1200	-	1200	WBGene00021644	Y47G6A.18	7.625704	18.297331	6.76940734398597	6.64608663134859	NA	NA	NA	NA	NA	NA	NA	2486.15062358589	0.72482309043411	0.251303797453262	0.00304031087179633	0.0121155338154029	classC
WBGene00008452	chrV	12562487	12563686	1200	+	1200	WBGene00008452	mrps-5	-16.740947	-4.731471	6.40472929566067	6.26914388850464	NA	NA	NA	NA	NA	NA	NA	4173.79085827919	0.724709544331926	0.259832886863983	0.00405766384726532	0.015435806574915	classC
WBGene00003400	chrI	1304562	1305761	1200	+	1200	WBGene00003400	dapk-1	15.293071	22.085989	6.86739994571574	6.69965406778537	NA	NA	NA	NA	NA	NA	NA	2371.75819436137	0.724687131724937	0.442612999955933	0.06883619162172	0.144586963211439	classD
WBGene00022121	chrI	2930461	2931660	1200	+	1200	WBGene00022121	cogc-3	13.582883	30.66378	6.84611242077418	6.81405266164504	NA	NA	NA	NA	NA	NA	NA	1837.90724233475	0.723333935694335	0.343743634532098	0.0256913387465747	0.0684195408248901	classD
WBGene00012652	chrIII	10648519	10649718	1200	+	1200	WBGene00012652	Y39A1A.14	-1.02519	5.372156	6.65021235841029	6.44674499239012	NA	NA	NA	NA	NA	NA	NA	1655.19674407782	0.722877203214833	0.366214132247563	0.033386336591219	0.0836962686477721	classD
WBGene00004931	chrI	8433550	8434749	1200	+	1200	WBGene00004931	sod-2	7.716456	19.506397	6.77060699659305	6.66339853438878	NA	NA	NA	NA	NA	NA	NA	2083.25754056412	0.721515197170335	0.24345920472172	0.00223954294872498	0.00941414389118985	classC
WBGene00020717	chrV	8466265	8467464	1200	+	1200	WBGene00020717	mrpl-4	-7.411718	1.676344	6.55543304167495	6.38428704083762	NA	NA	NA	NA	NA	NA	NA	1061.4235292889	0.720108854470921	0.286111301580248	0.00871628778515549	0.0290256822781052	classC
WBGene00077559	chrI	12190025	12191224	1200	-	1200	WBGene00077559	R05D7.7	12.293167	24.940088	6.82984835506194	6.73873378177093	NA	NA	NA	NA	NA	NA	NA	241.794733661425	0.717870114577662	0.47357448645592	0.0871789243115714	0.172867357435094	classD
WBGene00015984	chrV	4749594	4750793	1200	+	1200	WBGene00015984	C18G1.6	-1.081855	7.602759	6.64939821939229	6.48317327223362	NA	NA	NA	NA	NA	NA	NA	59.6267007851367	0.717733295439377	0.565806774423263	0.133138594729258	0.23804743819687	classD
WBGene00014022	chrIII	8886751	8887950	1200	+	1200	WBGene00014022	ZK637.2	123.27803	228.119293	7.81214372033842	8.27601589191089	198.871307	228.119293	160.675902059957	3.57760667736254	2.35816201692554	2.29857212796871	2.20595074678727	1203.69320326197	0.717332690761853	0.346754594599261	0.0280620010870841	0.0732564701140168	classB
WBGene00008180	chrIII	3581537	3582736	1200	-	1200	WBGene00008180	C48D5.3	-2.901173	5.881871	6.62301180760901	6.45515066637537	NA	NA	NA	NA	NA	NA	NA	4.2388841648129	0.71673337164887	1.15003182396663	0.162603945154322	0.276754059376681	classD
WBGene00017521	chrII	2377652	2378851	1200	-	1200	WBGene00017521	F16G10.6	961.552329	2417.525635	10.0539517588779	11.2873562934764	1748.970938	2417.525635	1381.99268552262	3.57760667736254	3.38337108795877	3.24278259302865	3.14050574445238	66.7702622229913	0.716649934857698	1.32235802987077	0.07033394702849	0.147070493212617	classB
WBGene00018429	chrV	5785273	5786472	1200	-	1200	WBGene00018429	F44E7.7	-9.569231	0.783662	6.52195381943191	6.36878673181298	NA	NA	NA	NA	NA	NA	NA	32.226396936743	0.716549133102767	0.615173770562243	0.15285611892813	0.264104996181848	classD
WBGene00012463	chrII	12048581	12049780	1200	+	1200	WBGene00012463	nadk-2	15.176212	30.219851	6.8659553020055	6.80834954921177	NA	NA	NA	NA	NA	NA	NA	1939.24910489578	0.716115267250122	0.388173572646457	0.0462326097884919	0.107549641633502	classD
WBGene00006175	chrX	12786924	12788123	1200	+	1200	WBGene00006175	str-124	-14.441447	-8.531445	6.44336282800817	6.19625187363066	NA	NA	NA	NA	NA	NA	NA	5.46058364093193	0.715840160687256	1.42634021430481	0.0106124633130226	0.0338992988763633	classC
WBGene00010475	chrIII	8876929	8878128	1200	-	1200	WBGene00010475	K01F9.2	1.212192	7.981376	6.68199635679469	6.48926622236773	NA	NA	NA	NA	NA	NA	NA	52.6620400862984	0.715528455292315	0.504728743912063	0.103841564716539	0.197608271111885	classD
WBGene00006221	chrV	9198788	9199987	1200	-	1200	WBGene00006221	str-177	-20.506725	-15.485952	6.33913761657761	6.05249064854643	NA	NA	NA	NA	NA	NA	NA	5.86227678720407	0.714982719175375	1.11232360479741	0.177454924454218	0.295466968441854	classD
WBGene00012016	chrIV	10773712	10774911	1200	-	1200	WBGene00012016	inpp-1	0.397358	4.049493	6.67050182468985	6.42470183876249	NA	NA	NA	NA	NA	NA	NA	261.107123556343	0.714456227669024	0.379844158413792	0.0421103323800189	0.0999820916719152	classD
WBGene00044795	chrV	17918026	17919225	1200	+	1200	WBGene00044795	C06H5.8	9.003982	24.414927	6.78752022718883	6.73162203984168	NA	NA	NA	NA	NA	NA	NA	70.3054410672896	0.713159243062192	0.533656678127855	0.11923946935664	0.218856221572723	classD
WBGene00008786	chrI	12238160	12239359	1200	+	1200	WBGene00008786	oac-16	-5.909637	3.038373	6.57829118103442	6.40762066505371	NA	NA	NA	NA	NA	NA	NA	11.4774722648531	0.712922493728688	0.87504660955152	0.208410558533049	0.331812689058453	classD
WBGene00001558	chrIV	14792688	14793887	1200	-	1200	WBGene00001558	gdi-1	5.478525	20.068373	6.74072877141037	6.67137496058088	NA	NA	NA	NA	NA	NA	NA	14864.2328153589	0.712191385865614	0.275567850911832	0.00715671096205626	0.0248269771506494	classC
WBGene00016416	chrII	5194804	5196003	1200	+	1200	WBGene00016416	C34F11.5	-17.189013	-5.819582	6.39707946533688	6.24864505677421	NA	NA	NA	NA	NA	NA	NA	30.6541090490992	0.711648810997875	0.739204759439824	0.193954792695507	0.314737263500427	classD
WBGene00010174	chrV	12636663	12637862	1200	+	1200	WBGene00010174	F56H9.2	138.645739	234.689362	7.90756656226573	8.30627478686877	209.217031	234.689362	136.752272131125	3.57760667736254	2.37049340434335	2.32059703472805	2.13593455084322	2124.89010162333	0.711574961917322	0.490084069979508	0.0984772089824727	0.189831152528965	classB
